x_mm,contour_wall,contour_g
7.007818669080734253e+01,2.520765881581175094e-01,0.000000000000000000e+00
7.050420343875885010e+01,2.511372563801422264e-01,0.000000000000000000e+00
7.093022018671035767e+01,2.502047524388437694e-01,1.717505612436828479e-33
7.135622948408126831e+01,2.492793077863128537e-01,0.000000000000000000e+00
7.178225368261337280e+01,2.483617490371592962e-01,0.000000000000000000e+00
7.220826297998428345e+01,2.474500923163196198e-01,0.000000000000000000e+00
7.263427227735519409e+01,2.465433456862620720e-01,1.723628395168277142e-32
7.306028902530670166e+01,2.456487006940917539e-01,1.728509635460066691e-32
7.348630577325820923e+01,2.447564198197054453e-01,0.000000000000000000e+00
7.391231507062911987e+01,2.438769514717707698e-01,4.857343373258094889e-32
7.433833181858062744e+01,2.430009549051972140e-01,0.000000000000000000e+00
7.476434111595153809e+01,2.421294220575165024e-01,0.000000000000000000e+00
7.519035041332244873e+01,2.412647831756813965e-01,0.000000000000000000e+00
7.561637461185455322e+01,2.404075507607499607e-01,0.000000000000000000e+00
7.604238390922546387e+01,2.395580223939817177e-01,0.000000000000000000e+00
7.646839320659637451e+01,2.387110400002116217e-01,0.000000000000000000e+00
7.689441740512847900e+01,2.378719765744032599e-01,2.461845606577190926e-32
7.732042670249938965e+01,2.370322683891992466e-01,0.000000000000000000e+00
7.774643599987030029e+01,2.362107622577027388e-01,0.000000000000000000e+00
7.817244529724121094e+01,2.353884295115964143e-01,0.000000000000000000e+00
7.859846949577331543e+01,2.345729246021669157e-01,0.000000000000000000e+00
7.902447879314422607e+01,2.337635531731420413e-01,0.000000000000000000e+00
7.945048809051513672e+01,2.329582982848738826e-01,0.000000000000000000e+00
7.987651228904724121e+01,2.321616401885474856e-01,3.030484386631749132e-32
8.030252158641815186e+01,2.313662550787201622e-01,0.000000000000000000e+00
8.072853088378906250e+01,2.305794336962502245e-01,1.610155721431493938e-32
8.115455508232116699e+01,2.297985639389707180e-01,0.000000000000000000e+00
8.158056437969207764e+01,2.290233978224987255e-01,0.000000000000000000e+00
8.200657367706298828e+01,2.282535716364059719e-01,0.000000000000000000e+00
8.243259042501449585e+01,2.274880107816996677e-01,0.000000000000000000e+00
8.285860717296600342e+01,2.267306168793380705e-01,0.000000000000000000e+00
8.328461647033691406e+01,2.259715036185881154e-01,0.000000000000000000e+00
8.371064066886901855e+01,2.252201770674623349e-01,0.000000000000000000e+00
8.413664996623992920e+01,2.244746533508972519e-01,0.000000000000000000e+00
8.456265926361083984e+01,2.237332131105044808e-01,0.000000000000000000e+00
8.498868346214294434e+01,2.229942857785254806e-01,3.094236441127832778e-32
8.541469275951385498e+01,2.222636907218130953e-01,0.000000000000000000e+00
8.584069460630416870e+01,2.215386339829862883e-01,0.000000000000000000e+00
8.626671880483627319e+01,2.208188510453699127e-01,0.000000000000000000e+00
8.669273555278778076e+01,2.201046725548078675e-01,0.000000000000000000e+00
8.711873739957809448e+01,2.193919985028356112e-01,0.000000000000000000e+00
8.754476159811019897e+01,2.186881030980193097e-01,0.000000000000000000e+00
